Cell_Index,HERB01,HERB02,HERB03,HERB04
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
7.0,0.08801639347867293,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
9.0,0.19902771899051935,0.029290727371477344,0.0,0.0
10.0,0.0,0.0,0.13306191807028125,0.0
11.0,0.0944682677142821,0.005223089444738605,0.0,0.0
12.0,0.0,0.0,0.2974496625446322,0.0
13.0,0.1629175633822392,0.0,0.0,0.0
14.0,0.17421447878363844,0.05039622689040587,0.056532638230505826,0.0
15.0,0.13429702219177705,0.0,0.0,0.0
16.0,0.11226555466229343,0.14326822690220342,0.0,0.0
17.0,0.08606723409643334,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0
19.0,0.0816792085292587,0.0,0.0,0.0
20.0,0.08380396681097532,0.0,0.0,0.0
21.0,0.0,0.122420823195,0.0,0.0
22.0,0.1887891993595214,0.005222295505378736,0.05377311820840407,0.0
23.0,0.39541294152837686,0.0007888624449894559,0.0,0.0
24.0,0.0,0.0382706982926,0.0,0.0
25.0,0.11310677719549035,0.07613590653383365,0.09500941107324419,0.0
26.0,0.37375885672126435,0.13755317421041846,0.0,0.0
27.0,0.0,0.0239231698005,0.0,0.0
28.0,0.15631855124270133,0.09992450786603414,0.0,0.0
29.0,0.36716016505262217,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0
31.0,0.44350408254214246,0.0,0.0,0.0
32.0,0.15552421554659382,0.0,0.0,0.0
33.0,0.9189140799458416,0.06794781531361971,0.0,0.0
34.0,0.15783120381170002,0.102013728719,0.0,0.0
35.0,0.0,0.0,0.0,0.0
36.0,0.1945482531188,0.0,0.0,0.0
37.0,0.6318727929595515,0.0,0.0,0.0
38.0,0.2743171069605835,0.5268211621224074,0.0,0.0
39.0,0.513621711797575,0.00504399589622,0.0,0.0
40.0,0.0433740819974,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.028283957676944024,0.0
43.0,0.5015684766836616,0.14831909695540768,0.0,0.0
44.0,0.5582903009815151,0.0,0.0,0.0
45.0,0.5345126802876999,0.0,0.0,0.0
46.0,0.00890863000171,0.0,0.0,0.0
47.0,0.028388237843215123,0.3622155036675241,0.026498373951810632,0.0
48.0,0.8519783045920262,0.0,0.0,0.0
49.0,0.4266883913237601,0.0,0.0,0.0
50.0,0.6263429292725999,0.0,0.0,0.0
51.0,0.184256237435,0.0,0.0,0.0
52.0,0.0,0.0031261938544363097,0.037346922986820165,0.0
53.0,0.9999985422320409,0.0,0.0,0.0
54.0,0.8366306984723699,0.0,0.0,0.0
55.0,0.8203031803857,0.0,0.0,0.0
56.0,0.64538565587626,0.0,0.0,0.0
57.0,0.2745001636201,0.0,0.0,0.0
