Cell_Index,HERB01,HERB02,HERB03,HERB04
0.0,0.8256096335632279,0.04138658492306765,0.13300553107968113,0.0
1.0,0.7303030449805981,0.19991892955732496,0.06486454609386987,0.0
2.0,0.534417057290317,0.4639823864345234,0.0,0.0
3.0,0.6220820650262987,0.37791116352163506,0.0,0.0
4.0,0.4782181390964369,0.5217788706241071,0.0,0.0
5.0,0.27040754898827224,0.7295926578938455,0.0,0.0
6.0,0.5228257755089956,0.4759078641109584,0.0,0.0
7.0,0.9999978373091323,0.0,0.0,0.0
8.0,0.6545590245146901,0.341679221081,0.0037617544035099997,0.0
9.0,0.8084586417112,0.18430052137480002,0.0072408369139499995,0.0
10.0,0.8516051198640981,0.148394880135043,0.0,0.0
11.0,0.8263754890933199,0.173624510906,0.0,0.0
12.0,0.9050745059039,0.0949254940957,0.0,0.0
13.0,0.7133072936699,0.28669270633009997,0.0,0.0
14.0,0.35789858857349005,0.5547960774899999,0.0,0.0
15.0,0.6475760969080517,0.26376963195551134,0.0,0.0
16.0,0.8074511883871128,0.1925453458925984,0.0,0.0
17.0,0.9105417344172988,0.07929700982304039,0.0,0.0
18.0,0.745377759613198,0.25462224038639997,0.0,0.0
19.0,0.44016372628550005,0.5598362737149,0.0,0.0
20.0,0.65702547681445,0.34297452318573,0.0,0.0
21.0,0.569343773534,0.4306562264664,0.0,0.0
22.0,0.8424565675257901,0.15754343247349,0.0,0.0
23.0,0.9825401696120398,0.0174598303886,0.0,0.0
24.0,0.9750069443131301,0.0249930556864,0.0,0.0
25.0,0.9994241233996999,0.0005758765997620001,0.0,0.0
26.0,0.9927949086984,0.007205091301870001,0.0,0.0
27.0,0.9642963231775901,0.0357036768225,0.0,0.0
28.0,0.9999987189466337,0.0,0.0,0.0
29.0,0.989383946600255,0.010614499887094692,0.0,0.0
30.0,0.6665501818290942,0.2516419869231929,0.0,0.0
31.0,0.6516102321269782,0.30188627050774525,0.0,0.0
32.0,0.33125129115992047,0.4629817606143926,0.0,0.0
33.0,0.6558821354870901,0.34411786451333,0.0,0.0
34.0,0.7225878298675299,0.277412170132388,0.0,0.0
35.0,0.2026625531927,0.7973374468072609,0.0,0.0
36.0,0.01956583710976,0.98043416288988,0.0,0.0
37.0,0.20000727639331997,0.7999927236067,0.0,0.0
38.0,0.8653907314898,0.1346092685099,0.0,0.0
39.0,0.93860997910424,0.0613900208957,0.0,0.0
40.0,0.7164042506145001,0.28359574938599996,0.0,0.0
41.0,0.6099612344873171,0.3900455871004,0.0,0.0
42.0,0.8875465603160799,0.112446618096,0.0,0.0
43.0,0.859481274018452,0.140518725981,0.0,0.0
44.0,0.8611810346125401,0.0408797149679,0.0979392504196,0.0
45.0,0.561854884346941,0.43799446165399997,0.00015065399891600002,0.0
46.0,0.17347918192457001,0.768623272863,0.0,0.0
47.0,0.64881049631305,0.11950070460165002,0.0,0.0
48.0,0.8931560222725424,0.07707590612826949,0.019984172946389277,0.0
49.0,0.9302712677465663,0.0,0.060315575552326056,0.0
50.0,0.9479752716136953,0.0,0.05202075794825089,0.0
51.0,0.3619003387820559,0.15038931064533775,0.0,0.0
52.0,0.8134025448829199,0.12992331860579998,0.0,0.0
53.0,0.36311333092249,0.6368866690766,0.0,0.0
54.0,0.32305989215700004,0.67694010784327,0.0,0.0
55.0,0.45464798007516,0.54535201992525,0.0,0.0
56.0,0.471494986242557,0.52850501375736,0.0,0.0
57.0,0.8302933075874,0.16970669241199998,0.0,0.0
58.0,0.9974602541109999,0.00253974588869,0.0,0.0
59.0,0.9992009963049631,0.0007990036949980001,0.0,0.0
60.0,0.74880911742967,0.2507701229705,0.0,0.0
61.0,0.519845350830814,0.32837522506870004,0.0,0.0
62.0,0.95499208639081,0.045007913608300004,0.0,0.0
63.0,0.5364340946961,0.18973209342800001,0.0,0.0
64.0,0.298874387792,0.09543712441640001,0.0,0.0
65.0,0.427757703442334,0.140477090337,0.0,0.0
66.0,0.847111578389593,0.10500740281780001,0.0,0.0
67.0,0.9977062580938869,0.0,0.0,0.0
68.0,0.9999999999999599,0.0,0.0,0.0
69.0,0.9999999999996999,0.0,0.0,0.0
70.0,0.9983252891375357,0.0,0.0,0.0
71.0,0.182501303769984,0.5667307970247453,0.0,0.0
72.0,0.29994372792153,0.6783281554785902,0.0,0.0
73.0,0.7025717945182001,0.29742820548084,0.0,0.0
74.0,0.7300324257724801,0.269967574226972,0.0,0.0
75.0,0.41309866515269994,0.586901334847,0.0,0.0
76.0,0.9031038349198749,0.09689616508077,0.0,0.0
77.0,0.98900393160016,0.0109960683995,0.0,0.0
78.0,0.9999999999994189,0.0,0.0,0.0
79.0,0.8558233715930049,0.1441766284075,0.0,0.0
80.0,0.33343527115338,0.666564728846,0.0,0.0
81.0,0.3563381411239,0.6436618588755999,0.0,0.0
82.0,0.2845547354152,0.7154452645844,0.0,0.0
83.0,1.000000000000534,0.0,0.0,0.0
84.0,0.84661335246531,0.10918022432800001,0.0,0.0
85.0,0.80539266108913,0.185904770809,0.0,0.0
86.0,0.8265608179897,0.17343918201,0.0,0.0
87.0,0.7173972241976401,0.282602775803,0.0,0.0
88.0,0.99999999999989,0.0,0.0,0.0
89.0,0.99999999999993,0.0,0.0,0.0
90.0,1.0000000000006002,0.0,0.0,0.0
91.0,0.9923426676542643,0.0,0.0,0.0
92.0,0.09451317607517737,0.8259366853968123,0.07411187789318373,0.0
93.0,0.0276948191218,0.9521477418878999,0.020157438990699997,0.0
94.0,0.59684801269904,0.40315198730123003,0.0,0.0
95.0,0.6534480268085201,0.3465519731909034,0.0,0.0
96.0,0.91059394250178,0.0894060574989,0.0,0.0
97.0,0.9779938858934801,0.0220061141065,0.0,0.0
98.0,0.973196478900106,0.026803521100499998,0.0,0.0
99.0,0.9948444790126498,0.00515552098762,0.0,0.0
100.0,0.7992851900558259,0.20071480994399998,0.0,0.0
101.0,0.57414447374864,0.425855526251,0.0,0.0
102.0,0.43471743162325005,0.5652825683760999,0.0,0.0
103.0,0.20709862818299998,0.7929013718171,0.0,0.0
104.0,0.6843662866003299,0.29022908788777,0.025411843700499998,0.0
105.0,0.9712954562139001,0.0,0.028697325598700002,0.0
106.0,0.9999999999996829,0.0,0.0,0.0
107.0,0.9045854520106,0.0,0.0,0.0
108.0,0.75707973572655,0.0,0.0,0.0
109.0,0.8345659609048021,0.0,0.0,0.0
110.0,0.9343339977133701,0.0,0.0,0.0
111.0,1.0,0.0,0.0,0.0
112.0,0.9720217943132201,0.0,0.0,0.0
113.0,0.20373673427721187,0.03650191676845361,0.0,0.0
114.0,0.0855011064161405,0.7047217437530167,0.0,0.0
115.0,0.0708137800926,0.9291862199073,0.0,0.0
116.0,0.190719032548,0.8092809674516,0.0,0.0
117.0,0.37903045309996997,0.6209695468993001,0.0,0.0
118.0,0.7483737590866499,0.251626240913,0.0,0.0
119.0,0.43925991446307,0.56074008553733,0.0,0.0
120.0,0.7481081791979279,0.2518918208018,0.0,0.0
121.0,0.9350180785011001,0.0649819214994,0.0,0.0
122.0,0.31641736832869,0.683582631671856,0.0,0.0
123.0,0.0,0.9999999999994,0.0,0.0
124.0,0.0559577493117,0.9440422506879801,0.0,0.0
125.0,0.42853922099849995,0.5714607790011,0.0,0.0
126.0,0.440661482864329,0.5593385171369,0.0,0.0
127.0,0.7272727201508801,0.155316235827,0.11742635849699999,0.0
128.0,0.9999846855260001,0.0,0.0,0.0
129.0,1.00000000000033,0.0,0.0,0.0
130.0,0.41098643799127593,0.00381865720052,0.0,0.0
131.0,0.7541868953945,0.0,0.0,0.0
132.0,1.0000000000001998,0.0,0.0,0.0
133.0,0.99999999999947,0.0,0.0,0.0
134.0,1.0000000000001001,0.0,0.0,0.0
135.0,0.82023178456512,0.0,0.0,0.0
136.0,0.6893033354564954,0.1501031070578026,0.06844966327816798,0.0
137.0,0.40850284105738555,0.5549737067092672,0.0,0.0
138.0,0.207693407891273,0.7923210805775,0.0,0.0
139.0,0.31403031969475864,0.6859696803056999,0.0,0.0
140.0,0.22143287624274002,0.778567123758,0.0,0.0
141.0,0.7483414918113499,0.25165850818854,0.0,0.0
142.0,0.64875396003488,0.351246039965,0.0,0.0
143.0,0.7461426339293,0.25385736607151,0.0,0.0
144.0,0.660787306262,0.3392126937375,0.0,0.0
145.0,0.0344486762218,0.9655513237772899,0.0,0.0
146.0,0.0,1.0000000000003,0.0,0.0
147.0,0.00430985270042,0.9956901472991001,0.0,0.0
148.0,0.49183231745039996,0.50816768255013,0.0,0.0
149.0,0.9925128441901001,0.00748715581091,0.0,0.0
150.0,0.9999999999996999,0.0,0.0,0.0
151.0,0.9887665766703,0.0,0.0112423419137,0.0
152.0,0.9999910814158252,0.0,0.0,0.0
153.0,0.9999999999996099,0.0,0.0,0.0
154.0,0.82242544909165,0.12799976088099999,0.0,0.0
155.0,0.7600366782949,0.23996332170399998,0.0,0.0
156.0,0.9958075450989701,0.0,0.0,0.0
157.0,0.66705877572919,0.0,0.0,0.0
158.0,0.9501951049098,0.0,0.0,0.0
159.0,0.99999999999966,0.0,0.0,0.0
160.0,0.5372304904964283,0.4627749851525549,0.0,0.0
161.0,0.26033183519286607,0.6290823945686963,0.0,0.0
162.0,0.38275434574034,0.5196354414682319,0.0,0.0
163.0,0.6233937277653999,0.37662643084761993,0.0,0.0
164.0,0.7884159554844901,0.21158404451618001,0.0,0.0
165.0,0.503119920177543,0.496880079822,0.0,0.0
166.0,0.40869950581119396,0.59130049418943,0.0,0.0
167.0,0.19571215002460002,0.804287849975399,0.0,0.0
168.0,0.18668440741710002,0.6781009109280001,0.0,0.0
169.0,0.00918367841058,0.8529939808979201,0.0,0.0
170.0,0.0,0.9985255899992,0.0,0.0
171.0,0.47776382478079993,0.519472133421,0.0,0.0
172.0,0.7872962880612,0.1804153257571,0.0,0.0
173.0,1.0000000000003,0.0,0.0,0.0
174.0,1.0000000000003,0.0,0.0,0.0
175.0,0.9905912043091999,0.00940879569071,0.0,0.0
176.0,0.9999999999996301,0.0,0.0,0.0
177.0,1.0000000000004798,0.0,0.0,0.0
178.0,0.9999999999995159,0.0,0.0,0.0
179.0,0.9368684968073037,0.063131503193,0.0,0.0
180.0,0.9861415770871838,0.0138584229127,0.0,0.0
181.0,0.9990439257998099,0.0,0.0,0.0
182.0,0.6878918185534999,0.00611309720066,0.0,0.0
183.0,0.45951782753385007,0.18683808378199998,0.0,0.0
184.0,0.6508552596279,0.000368312801752,0.0,0.0
185.0,0.7349809770600829,0.18626566949752188,0.04746112263296857,0.0
186.0,0.0,0.2602322920346424,0.0,0.0
187.0,0.1921226554827396,0.5659233895040009,0.0,0.0
188.0,0.8550565091646,0.10324836890309999,0.0,0.0
189.0,0.6893743612594101,0.284697960626,0.0,0.0
190.0,0.9326623707178999,0.0449161131166,0.0,0.0
191.0,0.84993881213932,0.12995336707277,0.0,0.0
192.0,0.60660879631805,0.39339120368229996,0.0,0.0
193.0,0.22496009641068,0.77223494608678,0.0,0.0
194.0,0.00021487980071500002,0.7651174477138859,0.0,0.0
195.0,0.0019256425985600002,0.60520627147652,0.0,0.0
196.0,0.022899491001024,0.5005785517291099,0.0,0.0
197.0,0.58887582226824,0.24810439893121,0.0,0.0
198.0,0.72243453787844,0.0669781124266,0.0,0.0
199.0,0.8370925169097001,0.0,0.0732573218915,0.0
200.0,0.6969506729299999,0.0,0.286458439183,0.0
201.0,0.9479160202,0.0520839797998,0.0,0.0
202.0,0.8646213920240899,0.135378607977,0.0,0.0
203.0,0.99999999999971,0.0,0.0,0.0
204.0,1.0000000000000002,0.0,0.0,0.0
205.0,1.000000000000382,0.0,0.0,0.0
206.0,0.9995312645001,0.00046873549986,0.0,0.0
207.0,0.9455963347984699,0.054403665202253995,0.0,0.0
208.0,0.45442025721696494,0.3420137869621,0.0,0.0
209.0,0.35232753844709996,0.46314547485700003,0.0682783980989,0.0
210.0,0.505807735819,0.3772473288978,0.11052695879157699,0.0
211.0,0.3559280835082,0.0,0.508437736276,0.0
212.0,0.0037938680911518852,0.3353248091655671,0.48572091874162737,0.0
213.0,0.7882453723950578,0.0,0.0,0.0
214.0,0.8354788633658,0.0,0.0,0.0
215.0,0.9986448467016001,0.00135515329762,0.0,0.0
216.0,0.61131403321967,0.277528492164,0.0,0.0
217.0,0.46751093441110003,0.01441152970238,0.0,0.0
218.0,0.0,0.24766400892770002,0.0,0.0
219.0,0.0,0.7496675745334299,0.0,0.0
220.0,0.0,0.8398324313088,0.0,0.0
221.0,0.3296592791585,0.58671686364717,0.0,0.0
222.0,0.7315200230730297,0.26847997692619996,0.0,0.0
223.0,0.5956997339615,0.0338684633005,0.0,0.0
224.0,0.9644181425069002,0.013446897496700002,0.0,0.0
225.0,0.9352302604123,0.0,0.0,0.0
226.0,0.46906918161329997,0.0,0.013408042907,0.0
227.0,0.199325761271,0.0,0.0224412764114,0.0
228.0,0.90783024131948,0.0,0.0,0.0
229.0,1.000000000000249,0.0,0.0,0.0
230.0,0.997864808893395,0.0,0.0,0.0
231.0,0.807904973502376,0.0,0.0,0.0
232.0,0.9457995287055101,0.0,0.0542004712951,0.0
