Cell_Index,Assigned_c,Sum of Shape_Area,Area
464.0,HERB01,139.89959231274,164.276230554
464.0,BARELAND01,23.965657207623998,164.276230554
464.0,RIVER01,0.411487719615,164.276230554
473.0,HERB01,109.34057145772599,168.762173636
473.0,RIVER01,38.7118279178,168.762173636
473.0,BARELAND01,20.71042233508,168.762173636
474.0,HERB01,99.999999999999,100.0
482.0,HERB01,42.1935834966987,72.293668929
482.0,HERB03,30.1008470297,72.293668929
483.0,HERB01,128.0875505219272,134.752667767
483.0,HERB03,4.0605983301,134.752667767
483.0,RIVER01,2.6048852453,134.752667767
484.0,HERB01,99.99999999999099,100.0
485.0,HERB01,99.99999999993,100.0
492.0,HERB01,46.60419856537,63.4392389728
492.0,HERB03,16.8349003967,63.4392389728
493.0,BARELAND01,0.0528147297384,100.0
493.0,HERB01,97.28128483889896,100.0
493.0,HERB03,2.66590043139,100.0
494.0,BARELAND01,6.64018188918,100.0
494.0,HERB01,93.35981811079002,100.0
495.0,HERB01,100.0000000000115,100.0
496.0,HERB01,72.347987894651,100.0
496.0,BARELAND01,23.587856817,100.0
502.0,HERB01,63.77105558068,73.0660360684
502.0,BARELAND01,9.29533218763,73.0660360684
503.0,HERB01,53.516646962284995,100.0
503.0,BARELAND01,46.4833530378,100.0
504.0,BARELAND01,56.2557790784,100.0
504.0,HERB01,43.74422092164,100.0
505.0,BARELAND01,56.6562266028,100.0
505.0,HERB01,30.352239709123,100.0
505.0,RIVER01,12.9915336881,100.0
506.0,RIVER01,52.6005239573,100.0
506.0,HERB01,47.39947604266,100.0
507.0,RIVER01,87.30710013875701,100.0
507.0,HERB01,7.079945781542,100.0
507.0,BARELAND01,5.6129540797,100.0
512.0,HERB01,53.06200553530999,87.1748964125
512.0,BARELAND01,34.11303844007,87.1748964125
513.0,BARELAND01,38.04177720853,100.0
513.0,HERB01,61.95822279152,100.0
514.0,BARELAND01,79.803211670161,100.0
514.0,RIVER01,20.1967883298,100.0
515.0,BARELAND01,90.951309600602,100.0
515.0,RIVER01,7.64528460024,100.0
515.0,HERB01,1.40340579911,100.0
516.0,RIVER01,43.816460751899996,100.0
516.0,HERB01,45.201040786,100.0
516.0,BARELAND01,10.9824984621,100.0
517.0,BARELAND01,15.6765613495,100.0
517.0,SHRUB01,9.85854435801,100.0
517.0,RIVER01,67.7444776414,100.0
517.0,HERB01,6.72041665111,100.0
518.0,BARELAND01,24.905802397240002,100.0
518.0,RIVER01,75.09419760276701,100.0
522.0,BARELAND01,5.370528494048999,119.155799759
522.0,HERB01,113.78522169751,119.155799759
523.0,BARELAND01,4.9378854196015,100.0
523.0,RIVER01,6.5076478075,100.0
523.0,HERB01,88.554466772873,100.0
524.0,BARELAND01,29.3716269173,100.0
524.0,SHRUB01,5.25932200994,100.0
524.0,RIVER01,40.968596209699996,100.0
524.0,HERB01,24.40045486295,100.0
525.0,BARELAND01,84.76487185030001,100.0
525.0,SHRUB01,15.2351281498,100.0
526.0,BARELAND01,96.95072848972899,100.0
526.0,HERB01,3.0492715102,100.0
527.0,HERB01,26.23582559882,100.0
527.0,BARELAND01,34.676423903309995,100.0
527.0,SHRUB01,8.67433503899,100.0
527.0,RIVER01,30.4134154588,100.0
528.0,HERB01,5.48881800724,100.0
528.0,BARELAND01,72.97327070058999,100.0
528.0,SHRUB01,19.9604217614,100.0
528.0,RIVER01,1.57748953081,100.0
529.0,BARELAND01,57.055787584607,100.0
529.0,HERB01,42.9442124153759,100.0
532.0,HERB01,96.94812317441,147.149815794
532.0,BARELAND01,50.20250162522999,147.149815794
533.0,HERB01,29.385981770934002,100.0
533.0,SHRUB01,16.68365636807,100.0
533.0,BARELAND01,49.1501371218,100.0
533.0,RIVER01,4.78022473911,100.0
534.0,HERB01,50.33782804986,100.0
534.0,SHRUB01,4.502811271321001,100.0
534.0,RIVER01,43.431617298959,100.0
534.0,BARELAND01,1.72774337985,100.0
535.0,RIVER01,63.88441448035601,100.0
535.0,HERB01,15.7443952513,100.0
535.0,BARELAND01,10.1087926978,100.0
535.0,SHRUB01,10.2623975705,100.0
536.0,RIVER01,10.49240881891,100.0
536.0,BARELAND01,88.89958964088,100.0
536.0,SHRUB01,0.608001540185,100.0
537.0,HERB01,0.8387541300558999,100.0
537.0,BARELAND01,99.161245869944,100.0
538.0,SHRUB01,2.41443825938,100.0
538.0,BARELAND01,11.617468802663,100.0
538.0,HERB01,85.968092937951,100.0
539.0,SHRUB01,3.14399713937,100.0
539.0,BARELAND01,5.693872520284,100.0
539.0,HERB01,91.16213034034001,100.0
540.0,BARELAND01,39.010142197177,100.0
540.0,HERB01,60.989857802863,100.0
542.0,HERB01,121.50235176919502,163.082625456
542.0,BARELAND01,41.58127975203,163.082625456
543.0,HERB01,93.03211516988499,100.0
543.0,BARELAND01,6.967884830122612,100.0
544.0,HERB01,71.21415103713,100.0
544.0,BARELAND01,14.19319432248,100.0
544.0,SHRUB01,14.5926546404,100.0
545.0,HERB01,98.6503586406,100.0
545.0,BARELAND01,0.0878546499675,100.0
545.0,SHRUB01,0.065439750156,100.0
545.0,RIVER01,1.19634695925,100.0
546.0,BARELAND01,25.0846511996,100.0
546.0,HERB01,34.69080597045,100.0
546.0,RIVER01,40.22454283,100.0
547.0,HERB01,23.2166263775557,100.0
547.0,RIVER01,60.9324820108,100.0
547.0,BARELAND01,15.850891611769999,100.0
548.0,HERB01,71.78977519828153,100.0
548.0,BARELAND01,28.2102248017,100.0
549.0,HERB03,23.6246618286,100.0
549.0,BARELAND01,0.6491427697212999,100.0
549.0,SHRUB01,18.9136505496,100.0
549.0,HERB01,56.81254485203,100.0
550.0,HERB03,3.14505137022,100.0
550.0,BARELAND01,62.28969760654,100.0
550.0,SHRUB01,16.2548902306,100.0
550.0,HERB01,18.310360792589996,100.0
551.0,HERB03,11.8734252484,100.0
551.0,BARELAND01,73.17737413198999,100.0
551.0,HERB01,11.199726850240001,100.0
553.0,HERB01,23.544677513499998,104.0181883
553.0,RIVER01,27.501579797439998,104.0181883
553.0,BARELAND01,52.97174875266,104.0181883
554.0,HERB01,127.89848651822729,137.644212556
554.0,BARELAND01,9.74521842229,137.644212556
555.0,HERB01,92.93468906055999,100.0
555.0,HERB02,7.0653109394,100.0
556.0,HERB01,84.729610353479,100.0
556.0,RIVER01,15.2703896466,100.0
557.0,HERB01,80.08417797784598,100.0
557.0,SHRUB01,5.878509260358,100.0
557.0,RIVER01,3.64966852115,100.0
557.0,BARELAND01,10.3876442407,100.0
558.0,HERB01,47.844894301494,100.0
558.0,SHRUB01,52.15510569851,100.0
559.0,HERB01,94.412852267817,100.0
559.0,SHRUB01,3.70417206097,100.0
559.0,RIVER01,1.0386061596,100.0
559.0,BARELAND01,0.844369511619,100.0
560.0,HERB01,98.18273822884836,100.0
560.0,RIVER01,1.81726177117,100.0
561.0,HERB03,18.8930541388,100.0
561.0,HERB01,81.10694586113999,100.0
562.0,HERB03,81.2457604489,100.0
562.0,HERB01,18.7542395511,100.0
563.0,BARELAND01,47.85595008818,100.0
563.0,HERB03,52.1440499119,100.0
564.0,BARELAND01,65.60016483250999,135.754295162
564.0,TREE03,9.16355544713,135.754295162
564.0,TREE01,21.1846317074,135.754295162
564.0,SHRUB01,26.8134827872,135.754295162
564.0,HERB03,12.9918765803,135.754295162
565.0,HERB01,19.5309195928149,148.418971225
565.0,BARELAND01,16.165097503520002,148.418971225
565.0,RIVER01,107.3936661389,148.418971225
565.0,SHRUB01,5.329296579717,148.418971225
566.0,HERB01,56.4854774354,100.0
566.0,BARELAND01,24.89119140081,100.0
566.0,SHRUB01,18.5878425536,100.0
566.0,RIVER01,0.0354886102582,100.0
567.0,HERB01,99.9822434199,100.0
567.0,SHRUB01,0.0177565801545,100.0
568.0,HERB01,68.27607509309499,100.0
568.0,RIVER01,21.3668738864,100.0
568.0,HERB02,10.3570510205,100.0
569.0,HERB01,76.96052018607,100.0
569.0,RIVER01,23.039479813979998,100.0
570.0,HERB01,61.4115811704,100.0
570.0,SHRUB01,38.58841882963,100.0
571.0,HERB01,61.1428653153,100.0
571.0,SHRUB01,38.8571346847,100.0
572.0,HERB01,99.80657850945201,100.0
572.0,SHRUB01,0.193421490502,100.0
573.0,HERB01,100.00000000005,100.0
574.0,HERB01,56.61338742392,100.0
574.0,HERB03,43.38661257614,100.0
575.0,SHRUB01,56.449863374574,100.0
575.0,HERB03,43.550136625440004,100.0
576.0,FARMLAND01,0.21530000985,131.162292258
576.0,TREE02,2.3853970591,131.162292258
576.0,HERB03,16.044116111573,131.162292258
576.0,SHRUB01,65.8708656096,131.162292258
576.0,TREE01,2.48874461397,131.162292258
576.0,BARELAND01,44.15802801762,131.162292258
577.0,HERB01,50.0722184454,127.232055523
577.0,TREE02,2.07073681952,127.232055523
577.0,RIVER01,20.611948780632,127.232055523
577.0,HERB02,31.7663086392,127.232055523
577.0,SHRUB01,22.7109105102,127.232055523
578.0,HERB01,82.730527662265,137.714460927
578.0,RIVER01,33.1057108947707,137.714460927
578.0,SHRUB01,21.8795052009,137.714460927
579.0,HERB01,100.000000000048,100.0
580.0,HERB01,99.999999999955,100.0
581.0,HERB02,0.398628079644,100.0
581.0,BARELAND01,10.0323568089,100.0
581.0,HERB01,89.5690151115,100.0
582.0,HERB02,0.340340999615,100.0
582.0,HERB01,55.797209848099996,100.0
582.0,BARELAND01,5.70480959179,100.0
582.0,RIVER01,38.1576395605,100.0
583.0,HERB01,95.403577429452,100.0
583.0,RIVER01,4.59642257051,100.0
584.0,HERB01,100.00000000003001,100.0
585.0,HERB01,99.99999999997101,100.0
586.0,HERB01,91.48162253317,100.0
586.0,SHRUB01,8.51837746683,100.0
587.0,HERB01,43.6563457100852,100.0
587.0,SHRUB01,56.34365428987,100.0
588.0,SHRUB01,53.430086037799995,100.0
588.0,HERB01,11.486574401,100.0
588.0,HERB03,35.0833395612,100.0
589.0,HERB03,17.69814888999,100.0
589.0,SHRUB01,57.60937315216899,100.0
589.0,HERB04,24.6924779578,100.0
590.0,FARMLAND01,4.18425401936,94.3720595418
590.0,TREE02,0.321448495886,94.3720595418
590.0,HERB01,16.8784623899,94.3720595418
590.0,SHRUB01,39.33913760361,94.3720595418
590.0,HERB03,18.4606194494,94.3720595418
590.0,HERB04,11.3202142169,94.3720595418
590.0,TREE01,0.0778194547387,94.3720595418
590.0,BARELAND01,3.78990409132,94.3720595418
591.0,SHRUB01,24.944415534130002,134.293154308
591.0,HERB01,68.158435663,134.293154308
591.0,TREE02,31.0341291327,134.293154308
591.0,RIVER01,4.996099472292,134.293154308
591.0,HERB02,5.16036226084,134.293154308
592.0,HERB01,89.71072376299,100.0
592.0,SHRUB01,10.289276237,100.0
593.0,HERB01,99.99999999996001,100.0
594.0,HERB01,100.000000000089,100.0
595.0,HERB01,94.7732907420269,100.0
595.0,HERB02,4.82584370839,100.0
595.0,BARELAND01,0.400865549579,100.0
596.0,HERB01,29.221696829943,100.0
596.0,HERB02,56.3523199295,100.0
596.0,BARELAND01,14.4259832406,100.0
597.0,HERB01,91.56894901870999,100.0
597.0,HERB02,8.26565576136,100.0
597.0,BARELAND01,0.165395219873,100.0
598.0,HERB01,99.999999999939,100.0
599.0,HERB01,100.0,100.0
600.0,SHRUB01,14.925437727,100.0
600.0,HERB01,85.07456227291,100.0
601.0,SHRUB01,15.528434795638999,100.0
601.0,HERB01,84.4715652044,100.0
602.0,SHRUB01,92.22742824603999,100.0
602.0,HERB01,7.77257175398,100.0
603.0,HERB04,0.042070009893,100.0
603.0,HERB03,32.4082137459,100.0
603.0,HERB01,18.2723139787,100.0
603.0,SHRUB01,49.2774022656,100.0
604.0,SHRUB01,6.83177210705,115.184206439
604.0,TREE03,0.900418085319,115.184206439
604.0,HERB04,18.74012187284,115.184206439
604.0,FARMLAND01,20.58671393789,115.184206439
604.0,HERB03,61.2732950137,115.184206439
604.0,HERB01,6.851753872,115.184206439
605.0,HERB01,39.131278281730005,114.391806108
605.0,SHRUB01,46.332786723750004,114.391806108
605.0,BARELAND01,13.8671602413,114.391806108
605.0,RIVER01,15.059510132669999,114.391806108
606.0,HERB01,60.891547706715,100.0
606.0,SHRUB01,39.1084522932,100.0
607.0,HERB01,58.96101906217254,100.0
607.0,SHRUB01,41.0389809378,100.0
608.0,HERB02,14.424659908519999,100.0
608.0,BARELAND01,8.97845767039,100.0
608.0,HERB01,76.596882421194,100.0
609.0,HERB01,48.19670781429157,100.0
609.0,HERB02,48.7957998173,100.0
609.0,BARELAND01,3.00749236848,100.0
610.0,HERB01,71.59239137833501,100.0
610.0,SHRUB01,5.42927791861,100.0
610.0,HERB02,22.97833070307,100.0
611.0,HERB01,93.4639471897147,100.0
611.0,SHRUB01,3.51703839118,100.0
611.0,HERB02,3.01901441905,100.0
612.0,HERB01,99.99999999996999,100.0
613.0,HERB01,100.0,100.0
614.0,HERB01,99.02778531991699,100.0
614.0,SHRUB01,0.972214680095,100.0
615.0,HERB01,16.598294732910002,100.0
615.0,SHRUB01,83.4017052671,100.0
616.0,SHRUB01,100.0,100.0
617.0,HERB04,15.4639177288,100.0
617.0,SHRUB01,73.64769528218,100.0
617.0,HERB03,10.888386989,100.0
618.0,SHRUB01,41.4936956143816,131.184206429
618.0,HERB04,59.3632354557,131.184206429
618.0,TREE03,8.21005820292,131.184206429
618.0,HERB03,15.314063571879998,131.184206429
618.0,HERB01,6.80308653001,131.184206429
619.0,HERB01,65.91211019075,66.42874139
619.0,RIVER01,0.516408974912,66.42874139
620.0,HERB01,91.264393716635,112.81408031
620.0,SHRUB01,7.88421613012,112.81408031
620.0,RIVER01,13.665750174820001,112.81408031
621.0,HERB01,99.99999999999001,100.0
622.0,HERB02,1.46011173848,100.0
622.0,HERB01,98.40408892149759,100.0
622.0,SHRUB01,0.135799340008,100.0
623.0,HERB01,49.116125493576,100.0
623.0,HERB02,47.15905807752,100.0
623.0,BARELAND01,3.72481642895,100.0
624.0,HERB01,26.503135388498,100.0
624.0,HERB02,73.49686461146601,100.0
625.0,SHRUB01,3.65617629097,100.0
625.0,HERB01,56.990027065383764,100.0
625.0,HERB02,39.3537966436,100.0
626.0,HERB01,80.6997764493,100.0
626.0,HERB02,12.77095861996,100.0
626.0,SHRUB01,6.52926493078,100.0
627.0,HERB01,79.34786264018001,100.0
627.0,SHRUB01,20.6521373598,100.0
628.0,HERB01,78.0685626411,100.0
628.0,HERB03,4.11917318947,100.0
628.0,SHRUB01,17.8122641694,100.0
629.0,HERB01,82.55943372939001,100.0
629.0,HERB03,17.4405662706,100.0
630.0,SHRUB01,32.948398065869995,100.0
630.0,HERB01,67.05160193415898,100.0
631.0,SHRUB01,88.0315820209,100.0
631.0,HERB03,0.798560939077,100.0
631.0,HERB01,11.169857040062,100.0
632.0,HERB04,4.78484322995,100.0
632.0,HERB03,4.20634259917,100.0
632.0,SHRUB01,91.00881417088002,100.0
633.0,HERB01,20.24043774681,148.069101552
633.0,FARMLAND01,31.4397013491,148.069101552
633.0,HERB04,24.44992589769,148.069101552
633.0,TREE01,1.90009155958,148.069101552
633.0,SHRUB01,34.459528865737994,148.069101552
633.0,HERB03,35.5790616221,148.069101552
634.0,HERB01,100.635820769191,114.300664105
634.0,RIVER01,13.6647265342,114.300664105
635.0,RIVER01,0.01889287978538,100.0
635.0,HERB01,99.98110712018001,100.0
636.0,HERB02,3.20217945028,100.0
636.0,RIVER01,16.2903227978,100.0
636.0,HERB01,80.50749775183,100.0
637.0,HERB02,21.831164405074098,100.0
637.0,HERB01,78.1688355948,100.0
638.0,HERB01,16.073574611133,100.0
638.0,HERB02,83.926425388736,100.0
639.0,SHRUB01,6.85018111971,100.0
639.0,HERB01,51.551105926183,100.0
639.0,HERB02,41.598712954161996,100.0
640.0,FARMLAND01,27.84015608715,100.0
640.0,HERB01,72.14684911271999,100.0
640.0,HERB02,0.0129948000851,100.0
641.0,HERB01,32.195973048949,100.0
641.0,FARMLAND01,38.2734568011,100.0
641.0,SHRUB01,29.5305701499,100.0
642.0,HERB01,58.79577760845,100.0
642.0,FARMLAND01,0.0393907301093,100.0
642.0,HERB02,38.6769083504,100.0
642.0,SHRUB01,2.48792331101,100.0
643.0,HERB01,97.6599402389,100.0
643.0,HERB02,2.34005976111,100.0
644.0,HERB01,100.000000000034,100.0
645.0,SHRUB01,21.7684892165,100.0
645.0,HERB01,73.510221282198,100.0
645.0,HERB03,4.72128950128,100.0
646.0,SHRUB01,91.9605180098,100.0
646.0,HERB01,8.039481990204,100.0
647.0,HERB03,51.0742085256,100.0
647.0,SHRUB01,48.89363385459,100.0
647.0,HERB04,0.0321576198366,100.0
648.0,HERB01,10.01414801373,168.838606123
648.0,FARMLAND01,1.90072079032,168.838606123
648.0,HERB04,86.2205188236,168.838606123
648.0,HERB03,68.38928219022401,168.838606123
648.0,SHRUB01,2.31310525145,168.838606123
649.0,HERB01,54.33262557442,93.032661625
649.0,FARMLAND01,4.49587715111,93.032661625
649.0,HERB02,13.9107853197,93.032661625
649.0,RIVER01,20.29361220336,93.032661625
650.0,HERB01,117.76396338070002,124.825306071
650.0,RIVER01,7.06126981663,124.825306071
651.0,RIVER01,2.976597778687,100.0
651.0,HERB01,97.0234022212334,100.0
652.0,HERB02,0.748517849732,100.0
652.0,BARELAND01,1.7424134794,100.0
652.0,HERB01,73.76829879277699,100.0
652.0,RIVER01,23.740769878142,100.0
653.0,HERB02,59.2262236466,100.0
653.0,HERB01,4.87102844039,100.0
653.0,RIVER01,35.902747913061,100.0
654.0,HERB02,87.38675907006,100.0
654.0,HERB01,12.61324092999,100.0
655.0,HERB02,47.339385085222,100.0
655.0,HERB01,52.66061491477,100.0
656.0,HERB01,27.579286521220002,100.0
656.0,SHRUB01,32.9308610111,100.0
656.0,HERB02,35.322803637700005,100.0
656.0,FARMLAND01,4.16704882994,100.0
657.0,HERB01,17.05352402191383,100.0
657.0,SHRUB01,1.99047372056,100.0
657.0,FARMLAND01,80.95600225753,100.0
658.0,HERB01,15.056190987002,100.0
658.0,FARMLAND01,84.943809013,100.0
659.0,HERB01,99.79778783967001,100.0
659.0,FARMLAND01,0.0338544801262,100.0
659.0,HERB02,0.168357680251,100.0
660.0,HERB01,100.00000000004599,100.0
661.0,HERB01,100.00000000008,100.0
662.0,HERB03,7.9053655892,100.0
662.0,HERB01,77.418173421673,100.0
662.0,HERB04,12.2296925981,100.0
662.0,SHRUB01,2.44676839108,100.0
663.0,HERB03,40.48642375314,138.558641704
663.0,HERB01,18.67595893281,138.558641704
663.0,FARMLAND01,22.3115634711,138.558641704
663.0,HERB04,18.1535573916,138.558641704
663.0,SHRUB01,38.930685273,138.558641704
664.0,HERB01,59.65838387978,145.922054871
664.0,HERB03,82.9080964103,145.922054871
664.0,SHRUB01,3.35490457192,145.922054871
665.0,HERB01,79.731604607862,146.292139038
665.0,HERB02,3.09184287589,146.292139038
665.0,BARELAND01,28.14396910808,146.292139038
665.0,FARMLAND01,31.5629658946,146.292139038
665.0,RIVER01,3.76180500922,146.292139038
666.0,HERB01,100.0000000000579,100.0
667.0,RIVER01,0.131644559559,100.0
667.0,HERB01,99.86835544042,100.0
668.0,HERB01,51.77806094083,100.0
668.0,RIVER01,35.34646509998,100.0
668.0,BARELAND01,12.8754739592,100.0
669.0,FARMLAND01,0.00654499996167,100.0
669.0,HERB01,65.52323144259,100.0
669.0,SHRUB01,13.1395105777,100.0
669.0,HERB02,8.39382616871,100.0
669.0,BARELAND01,12.9368868111,100.0
670.0,HERB02,90.40615954182,100.0
670.0,FARMLAND01,5.59394917783,100.0
670.0,HERB01,3.99989128033901,100.0
671.0,HERB02,74.723378658934,100.0
671.0,HERB01,25.27662134119,100.0
672.0,HERB02,62.379835227808705,100.0
672.0,HERB01,30.57336803125,100.0
672.0,BARELAND01,7.04679674092,100.0
673.0,HERB01,50.367333627730005,100.0
673.0,HERB02,49.6326663723378,100.0
674.0,BARELAND01,26.8202858089,100.0
674.0,HERB01,57.124460010140005,100.0
674.0,TREE03,4.37280848918,100.0
674.0,HERB02,1.93536913099,100.0
674.0,FARMLAND01,9.74707656074,100.0
675.0,HERB01,49.291674220497505,100.0
675.0,HERB02,28.2973660898,100.0
675.0,BARELAND01,6.84096341793,100.0
675.0,FARMLAND01,15.5699962718,100.0
676.0,HERB01,97.42326487902,100.0
676.0,HERB02,2.57673512098,100.0
677.0,HERB01,99.67788684079298,100.0
677.0,HERB02,0.145006019514,100.0
677.0,HERB03,0.177107139678,100.0
678.0,HERB03,30.3278288109,137.703789076
678.0,HERB01,39.517489601289995,137.703789076
678.0,HERB04,47.3941834774,137.703789076
678.0,HERB02,20.4648468884,137.703789076
679.0,HERB03,69.48346589839001,142.626267765
679.0,HERB01,21.8349349663923,142.626267765
679.0,FARMLAND01,22.40734207426,142.626267765
679.0,HERB04,28.9003597434,142.626267765
680.0,HERB01,139.12811832831798,174.644225638
680.0,HERB02,31.763226628,174.644225638
680.0,BARELAND01,3.7530675006489003,174.644225638
681.0,HERB01,99.9999524100676,100.0
682.0,HERB01,100.00000000005171,100.0
683.0,HERB01,87.79089460033,100.0
683.0,HERB02,12.2091053996,100.0
684.0,HERB01,44.37755247073,100.0
684.0,HERB02,14.85078940631,100.0
684.0,FARMLAND01,17.5984790091,100.0
684.0,RIVER01,21.747869404080003,100.0
684.0,BARELAND01,1.42530970975,100.0
685.0,HERB01,69.35006998958501,100.0
685.0,FARMLAND01,5.87477564746,100.0
