FID_A8,FID_1,Count,Length,Area,Cell_Index,Mesh_Name,FID_SGHUAV,Assigned_c,Shape_Leng,Shape_Area
465,7055.0,7.0,50.4474171773,164.276230554,464.0,A8,2713,HERB01,11.5710000005,3.25675991864
465,7055.0,7.0,50.4474171773,164.276230554,464.0,A8,2715,BARELAND01,4.95211492476,0.733562380604
465,7055.0,7.0,50.4474171773,164.276230554,464.0,A8,2789,BARELAND01,20.2769999951,6.05363737062
465,7055.0,7.0,50.4474171773,164.276230554,464.0,A8,2792,HERB01,56.6415885197,62.4080527006
465,7055.0,7.0,50.4474171773,164.276230554,464.0,A8,2793,BARELAND01,42.1334932705,10.835135888
465,7055.0,7.0,50.4474171773,164.276230554,464.0,A8,2879,HERB01,55.7014907998,28.0608532251
465,7055.0,7.0,50.4474171773,164.276230554,464.0,A8,2880,BARELAND01,15.1856761446,2.20904387303
465,7055.0,7.0,50.4474171773,164.276230554,464.0,A8,2881,RIVER01,3.77830633658,0.411487719615
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2625,HERB01,3.4803999979,0.308293368926
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2626,HERB01,46.9694000054,25.4988602692
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2627,HERB01,30.9255999997,18.095348278
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2714,RIVER01,51.5585999917,26.3186885328
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2715,BARELAND01,30.3756745427,11.2655633936
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2716,HERB01,41.4784982121,36.062672266
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2717,RIVER01,25.7099309359,12.393139385
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2792,HERB01,43.8443885179,29.3753972756
474,7064.0,6.0,50.9412650834,168.762173636,473.0,A8,2793,BARELAND01,26.3140903149,9.44485894148
475,7065.0,5.0,40.0,100.0,474.0,A8,2625,HERB01,19.6508000065,6.50356010756
475,7065.0,5.0,40.0,100.0,474.0,A8,2626,HERB01,24.4202000052,11.3649050802
475,7065.0,5.0,40.0,100.0,474.0,A8,2627,HERB01,6.57799999975,0.632431790439
475,7065.0,5.0,40.0,100.0,474.0,A8,2713,HERB01,60.1682000086,53.4148342898
475,7065.0,5.0,40.0,100.0,474.0,A8,2792,HERB01,33.4098000024,14.3046653433
483,7073.0,7.0,39.0405728304,72.293668929,482.0,A8,2480,HERB01,7.53140000068,1.24469159921
483,7073.0,7.0,39.0405728304,72.293668929,482.0,A8,2548,HERB01,32.0251999944,29.2829665679
483,7073.0,7.0,39.0405728304,72.293668929,482.0,A8,2549,HERB03,29.1553449138,15.4981333751
483,7073.0,7.0,39.0405728304,72.293668929,482.0,A8,2550,HERB03,30.1773297146,14.6027136546
483,7073.0,7.0,39.0405728304,72.293668929,482.0,A8,2551,HERB01,21.0329081252,2.88168409414
483,7073.0,7.0,39.0405728304,72.293668929,482.0,A8,2628,HERB01,21.994146336,8.49018900048
483,7073.0,7.0,39.0405728304,72.293668929,482.0,A8,2630,HERB01,4.18620593424,0.269050615046
483,7073.0,7.0,39.0405728304,72.293668929,482.0,A8,2716,HERB01,1.07719999924,0.0250016199227
484,7074.0,6.0,46.2972786378,134.752667767,483.0,A8,2477,HERB01,9.89959999919,2.42029011036
484,7074.0,6.0,46.2972786378,134.752667767,483.0,A8,2548,HERB01,57.8322000019,71.0414679406
484,7074.0,6.0,46.2972786378,134.752667767,483.0,A8,2550,HERB03,12.3114000019,4.0605983301
484,7074.0,6.0,46.2972786378,134.752667767,483.0,A8,2627,HERB01,31.0826000012,16.2197917168
484,7074.0,6.0,46.2972786378,134.752667767,483.0,A8,2628,HERB01,9.39340000041,1.06531961045
484,7074.0,6.0,46.2972786378,134.752667767,483.0,A8,2630,HERB01,2.33758023461,0.0973632299172
484,7074.0,6.0,46.2972786378,134.752667767,483.0,A8,2716,HERB01,40.5400023745,37.2433179138
484,7074.0,6.0,46.2972786378,134.752667767,483.0,A8,2717,RIVER01,15.3451494634,2.6048852453
485,7075.0,5.0,40.0,100.0,484.0,A8,2477,HERB01,20.2337999959,5.00821717942
485,7075.0,5.0,40.0,100.0,484.0,A8,2548,HERB01,10.873000009,2.81835563065
485,7075.0,5.0,40.0,100.0,484.0,A8,2625,HERB01,56.8900000062,37.1651311465
485,7075.0,5.0,40.0,100.0,484.0,A8,2627,HERB01,63.0872000083,54.3396826436
485,7075.0,5.0,40.0,100.0,484.0,A8,2716,HERB01,4.62160000019,0.668613399821
486,7076.0,5.0,40.0,100.0,485.0,A8,2546,HERB01,19.0075999927,2.09283218811
486,7076.0,5.0,40.0,100.0,485.0,A8,2625,HERB01,56.402599996,66.5319271244
493,7083.0,7.0,36.3496620976,63.4392389728,492.0,A8,2480,HERB01,28.6029999983,10.1007049191
493,7083.0,7.0,36.3496620976,63.4392389728,492.0,A8,2481,HERB01,42.3708149329,31.2562466242
493,7083.0,7.0,36.3496620976,63.4392389728,492.0,A8,2549,HERB03,32.993498469,16.8349003967
493,7083.0,7.0,36.3496620976,63.4392389728,492.0,A8,2551,HERB01,11.528751885,2.72850060478
493,7083.0,7.0,36.3496620976,63.4392389728,492.0,A8,2552,HERB01,22.7271978581,2.51874641729
494,7084.0,5.0,40.0,100.0,493.0,A8,2334,BARELAND01,1.10039999895,0.0528147297384
494,7084.0,5.0,40.0,100.0,493.0,A8,2414,HERB01,0.24479999952,0.00341782996895
494,7084.0,5.0,40.0,100.0,493.0,A8,2415,HERB01,36.9431999996,35.1666569157
494,7084.0,5.0,40.0,100.0,493.0,A8,2480,HERB01,50.3258000016,47.2695357226
494,7084.0,5.0,40.0,100.0,493.0,A8,2481,HERB01,6.96320000105,1.71140387993
494,7084.0,5.0,40.0,100.0,493.0,A8,2548,HERB01,25.7503999975,13.1302704907
494,7084.0,5.0,40.0,100.0,493.0,A8,2549,HERB03,14.2065999992,2.66590043139
495,7085.0,5.0,40.0,100.0,494.0,A8,2334,BARELAND01,20.4886000063,6.64018188918
495,7085.0,5.0,40.0,100.0,494.0,A8,2415,HERB01,24.4647999946,9.96764663103
495,7085.0,5.0,40.0,100.0,494.0,A8,2477,HERB01,26.1741999984,9.68896688846
495,7085.0,5.0,40.0,100.0,494.0,A8,2478,HERB01,25.859199997,14.3772589582
495,7085.0,5.0,40.0,100.0,494.0,A8,2479,HERB01,64.09060001,40.280414081
495,7085.0,5.0,40.0,100.0,494.0,A8,2548,HERB01,40.4120000042,19.0455315521
496,7086.0,5.0,40.0,100.0,495.0,A8,2410,HERB01,1.28300000168,0.0268040898115
496,7086.0,5.0,40.0,100.0,495.0,A8,2476,HERB01,33.1824000068,30.4129629983
496,7086.0,5.0,40.0,100.0,495.0,A8,2477,HERB01,42.3675999995,40.1636161622
496,7086.0,5.0,40.0,100.0,495.0,A8,2478,HERB01,23.4914000053,15.1468867603
496,7086.0,5.0,40.0,100.0,495.0,A8,2625,HERB01,18.0947999991,5.45060978221
497,7087.0,5.0,40.0,100.0,496.0,A8,2410,HERB01,4.84559999965,0.514661339648
497,7087.0,5.0,40.0,100.0,496.0,A8,2475,BARELAND01,35.5592,23.587856817
